original (cond)	sample (pos)	generated (neg)	BLEU	METEOR
is political correctness valued more than factual correctness in quora ?	is political correctness more important to quora than telling the truth and finding solutions ?		0	0
how likely is it that apple is working on its own search engine to compete with google as this article suggests ?	will apple create its own search engine in the future ?		0	0
who would win in a fight between goku and superman ?	who is stronger , goku or superman ?	why ?	1.1132726913181444e-09	0.032
is there a good way to learn telekinesis ?	what is the basic to learn telekinesis ?		0	0
what is the difference between backend and frontend development ?	what is the difference between front end and back end development ?		0	0
how will a trump presidency affect the rest of the world ?	how will trump 's presidency affect the world ?		0	0
what is the procedure to get a us visa ?	what is the procedure of getting a us visa ?		0	0
what is the best book to learn computer science ?	what is best book to learn computer science from basics ?		0	0
what are the methods to get high yield from organic farming ?	what should be done to yield high productivity in organic farming as that of inorganic farming ?	what are some examples	0.05525039799086262	0.044851611457495354
how do i use derma care complex ?	how do i use derma care complex for my skin ?	what are some ?	3.3582644710475053e-09	0.06204986149584488
what is greatness of telugu language ?	what is the significance of the telugu language ?		0	0
what should a high schooler do to become a cyber security specialist ?	how do i become a it security specialist ?		0	0
how do i move on after a very bad breakup ?	how do you move on after a break up ?		0	0
what is the best job for a 12 year old ?	what are some good paying jobs for a 12 year old ?		0	0
how do you drive from edmonton to auckland , and how do notable features of the route compare with those of other canadian cities ?	how can the drive from edmonton to auckland be described , and how do these cities ' attractions compare to those in oshawa ?		0	0
how do someone can sell employee stock options ?	can you buy someone 's employee stock options ?		0	0
what are the seven colours of the rainbow ?	what are the colors in the rainbow ?	?	9.118819641867017e-07	0.03864734299516908
how can i meet my spouse ?	what are the best ways to meet a spouse ?		0	0
what are some ways south korea can develop its economy ?	how did south korea become a developed nation ?	what are some some of of	0.27124875701611134	0.08293681007101786
what is the relation between malcolm x and marcus garvey ?	how are malcolm x and marcus garvey related ?		0	0
why is it important to ask questions ?	why is it important to ask question ?		0	0
is there infinite energy in zero point energy and infinite virtual particles in vacuum energy ? is this a real or just a mathematical thing ?	saying there is infinite energy in zero point energy and infinite virtual particles in vacuum energy , is this a real or just a mathematical thing ?		0	0
what are the disadvantages of the internet ?	what are the demerits and advantages of using the internet ?		0	0
how can i keep the peace of mind ?	what gives you peace of mind ?		0	0
what is social trade ?	what is social trading ?		0	0
how practical is elon musk 's idea of colonizing mars ?	how realistic is elon musk 's plan for spacex to colonise mars ?		0	0
what do you think about the idea of narendra modi about 500 & 1000 notes ?	what do you think about banning ₹500 and ₹1000 notes ?		0	0
how do i start preparing for ias prelims ?	if i start preparing for ias exam 2016 now , how can i achieve it ?		0	0
what does ymca stands for ?	what does ymca stand for ?		0	0
how does a long distance relationship work ?	how can i have a successful long distance relationship ?	is ? marriage have	4.749303160991089e-09	0.060296096904441446
how do lose weight with healthy way ?	how do i lose my weight from 58 to 50 kgs ?		0	0
if universe is expanding without a limit and dark and vacuum energy are created as it expands ?	if vacuum gravitational and dark energy is created without limit as universe expands ?		0	0
light is made of what ?	what is light made out of ?	are are some people ?	5.78930067221365e-09	0.043243243243243246
why are people so obsessed with social media ?	why are people so obsessive over social media ?	why	3.35462627399321e-07	0.08053691275167785
how much time on average do you spend on answering questions on quora ?	in how much time quora answers any question ?		0	0
if universe is expanding without a limit and dark and vacuum energy are created as it expands ?	if dark energy is created with expansion can infinite of it be created ?		0	0
is reservation necessary in india ?	is there any need for reservation in india ?		0	0
atheists : if you were religious , which religion would you follow ?	atheists : if you were forced to pick a religion , what would it be ?	why so	2.8897837936852207e-18	0.02577318767947866
what can i do to improve my question on quora ?	what are the 3 best things you would recommend to improve your questions on quora ?	's way	7.855246774549972e-18	0.0
can i record a whatsapp call ?	how do i record whatsapp call ?		0	0
what is that one thing you want to change in your life ?	what is the one thing in your past that you will change given a chance ?	are	1.9429705435116135e-16	0.0
after demonetization , what will be the next move ?	what will be the next step after demonetization to control black economy ?	what are some	1.2519027210204138e-09	0.07743506048207668
what are npv and payback ?	what is npv analysis ?		0	0
what are the best home decor stores in new york city ?	what are good home decor stores in new york ?		0	0
what should i do to get cellular companies to install a mobile tower on my plot of land in india ?	what is the procedure to get a mobile signal tower constructed on my barren land in india ?		0	0
how can i control my mind from thinking too much ?	how do i keep my mind from thinking too much over a thing ?		0	0
what are five facts about earth 's lithosphere ?	what are five facts about the lithosphere ?		0	0
can we time travel ?	how close are we to time travel ?		0	0
how do i stop my addiction to porn and masturbation ?	how do i prevent addiction of masturbation ?	how	9.118819641867017e-07	0.07619047619047618
is the scope of chemical engineering limited ?	is there scope for chemical engineering ?		0	0
why is rbi not issuing new 1000 rupees notes ?	why did rbi issue new 2000 rupees note ?		0	0
which is the best graphic card for a pc under rs . 10,000 ?	which is the best graphic card available under ₹10,000 ?		0	0
which are the top incest movies ever ?	what are movies with incest scenes ?		0	0
how could i gain weight in a healthy way ?	how to gain weight ?		0	0
whom should one follow on quora ? why ?	whom should i follow on quora ? why ?	why the so	1.7471709924551733e-09	0.07100591715976332
if you could be invisible at will , what would you do ?	what would you do if you were invisible for a day ?		0	0
why ca n't you delete your own questions on quora ?	how can i delete my own question from quora ?	why	1.2340980390156643e-07	0.049484536082474224
if hillary clinton is elected will she fix the wage gap ?	if hillary clinton is elected will she fix the the wage gap ?		0	0
how was your 2016 ?	how 's your 2016 ?		0	0
how do i concentrate better in my studies ?	how do i concentrate in study ?		0	0
i masturbate often is that bad for my health ?	is too much masturbation bad for health ?		0	0
i am starting a gaming channel on youtube . what is a good name for my channel ?	what is a good name for a youtube gaming channel ?		0	0
how would i make andy warhol 's outfit look modern day ?	how would i give andy warhol 's outfit a modern day look ?		0	0
how one can improve his soft skills ?	how can i improve my soft skill ?		0	0
why was it now the right time for nutanix to ipo ?	why was now the right time for nutanix to ipo ?		0	0
what is a time capsule ?	what is time capsule ?	what some	4.9893420529863676e-09	0.064
how do i unsubscribe from quora for good ?	what does it take to unsubscribe from quora ? i do not want anything from quora any more .		0	0
which is best smartphone to buy under rs 15000 ?	which is the best android device to buy under ₹15000 ?		0	0
what is that one thing you want to change in your life ?	what is the only one thing that you want change in your life ?		0	0
how do i improve my communication skills in one month ?	what should we do to improve communication skills ?		0	0
why did the chicken really cross the road ?	why did the chicken crossed the road ?	what are some ?	3.3582644710475053e-09	0.025157232704402517
what is the difference between virtual reality and mixed reality ?	what is the difference between mixed reality and augmented reality ?		0	0
how do i prepare for fms ?	how should i prepare for fms ?		0	0
what was happening in the other parts of the world when mahabharata was happening in india ?	what was happening in other parts of the world when mahabharat was happening in india ?		0	0
what will happen if donald trump became the president of america ?	what will really happen if trump becomes president ?	what	3.35462627399321e-07	0.024539877300613498
where is the safest place in the world ?	what is the safest place in the world ?		0	0
where can i learn to invest in stocks ?	how can i learn more about stocks ?		0	0
how do i make a million dollars in 24hours ?	can you give me a way to make $ 1 million in a single day ?		0	0
how do i lose 30 kg in 4 months ?	how do i lose 25kg in 4 months ?		0	0
what happened at the first second of the beginning of the universe ? the first moment of big bang ?	what happened on the first second of the big bang ?	what ?	3.512973153585941e-10	0.048632218844984795
is there top upvoted answers list of all times on quora ?	what is the most upvoted answer of all time on quora ?		0	0
what are some side dish dishes to serve with swedish meatballs ?	what is a good side dish to eat with swedish meatballs ?		0	0
which is a good laptop in the range of rs . 60000 ?	which is the best gaming laptop under rs 60000 ?		0	0
how can i make my study more effective ?	how do you study effectively ?		0	0
what is one sightseeing place in india that must be visited at least once in a life ?	what are some of the places in india that every indian should visit at least once in their life ?		0	0
grubwithus : who are grubwith.us ' competitors ?	who are grubwithus competitors ?		0	0
what does it feel like to date a gold digger ?	what is it like to date a gold-digger ?		0	0
what will be your foreign policy about india ?	what is hillary clinton 's policy regarding india ?	what	3.35462627399321e-07	0.0273972602739726
what is your resolution for 2017 ?	what can be my new year resolution for 2017 ?		0	0
how do i solve this syllogism question through the venn diagram method ?	how do i solve syllogism questions through venn diagrams ?		0	0
what are the different types of computer viruses ?	what are the types of computer viruses ?	are	9.118819641867017e-07	0.03319502074688797
counting the dead and the alive , how many people have lived on earth ?	how many people lived on earth ?		0	0
how do i prevent rape in delhi ?	is there any way to prevent rapes in delhi ?		0	0
what are some mind blowing smartphones gadgets ?	what are some mind blowing phones gadgets ?	are	9.118819641867017e-07	0.02909090909090909
how can i stop my hair fall ?	my hair falling , is there anyway to stop them ?		0	0
how do automatic and manual transmissions differ ?	which one is better , automatic transmission or manual transmission ?		0	0
is perpetual motion possible practically ?	is a perpetual motion machine theoretically possible ?		0	0
which is a suitable solar panel installation provider in azusa , california ca ?	which is a suitable solar panel installation provider near azusa , california ca ?		0	0
which books should i read to improve my general knowledge ?	which books should i study to improve my general knowledge for aptitude test ?		0	0
what is the most damaging natural disaster ?	what is the worst and most damaging natural disaster that can potentially happen to earth in the future ?	what	9.118819641867017e-07	0.02909090909090909
how can i increase traffic very soon on my blog ?	how do i generate more traffic to my blog ?		0	0
can any one suggest the best foods for gaining weight ?	what is the best diet to gain weight ?		0	0
which was your best moment in life ?	what was your best moment ?		0	0
can i see a private instagram ?	can you view someone 's profile on private on instagram ?		0	0
did matter exist before the big bang ?	what are some alternate theories to the singularity existing at t=0 just before the big bang ? what else could have existed just before the big bang ?		0	0
how did the big bang occur ?	how was big bang created ?	our	2.1307259238645787e-13	0.0
how do i retrieve my gmail password ?	how do i recover my gmail password ?		0	0
how can you add an article about yourself on wikipedia ?	how can i publish an article about my life and dreams in wikipedia ?	is	1.4356718344577035e-15	0.02953621508171659
how do i forget someone whom i have loved with all my heart ?	how do i forget a loved one ?		0	0
what are covalent bonds ?	what is a covalent bond ?		0	0
what are the safety precautions on handling shotguns proposed by the nra in washington ?	what are the safety precautions on handling shotguns proposed by the nra in arizona ?		0	0
what should i do to earn some more money ?	what is the best way to make money make more money ?		0	0
what is going to happen in venezuela ?	what is going to happen to venezuela ?		0	0
if you could have dinner with anyone from history , who would it be ?	if you had the opportunity to have dinner with anyone who would it be and why ?		0	0
how did avogadro arrive at avogadro number ?	how did avogadro find the number ?		0	0
what things do chinese find strange about the west ?	what things do chinese people find strange about the west ?		0	0
how can you determine the equations for final velocity ?	how can you determine final velocity ?		0	0
what strategy should i use to crack ibps po examination in just 3 months ?	what should be my strategy to crack the ibps po exam in 3 months ?		0	0
what were the major effects of the cambodia earthquake , and how do these effects compare to the lima-callao earthquake in 1746 ?	what were the major effects of the cambodia earthquake , and how do these effects compare to the chile earthquake in 2010 ?		0	0
how can i get better grades in school ?	what are some tips to get better grades in school ?		0	0
how can i slowly lose weight ?	how do i lose 20-30 kg ?		0	0
does coffee or caffeine stunt your growth ? if not , why do so many people believe that it does ?	exactly how much coffee will stunt your growth ?		0	0
is spotify available in india ?	daniel ek : when will you launch spotify in india ?		0	0
why does 500 and 1000 rs notes banned by goi and new notes of 500 and 2000 are issued ?	is modi 's decision on demonetization of 500 and 1000 notes welcomed by public ?		0	0
i want to die . what can i do ?	i want to die , what should i do ?		0	0
how do i prepare for tcs drive ?	how do i prepare for tcs ?		0	0
how do i prepare comprehensively for the ugc net english literature ?	how i start prepare for ugc net english literature latest syllabus ?		0	0
what do chloroplasts do ?	what purpose do chloroplasts have ?		0	0
what do you understand by nested loop ?	how do nested loops work ?		0	0
which is world 's best romantic movie ?	what is the most romantic movie ?		0	0
what are some of the best things about living in los angeles ?	what are some of the best things about living in los angeles , california ?	what are some some	0.07452850637912847	0.07717445105863943
how do i deal with emotionally abusive and narrow minded parents ?	psychology of everyday life : how do i deal with emotionally abusive parents ?		0	0
where can i get carefully designed promotional lanyards in melbourne ?	where can i get very reasonable for any promotional lanyards in melbourne ?		0	0
what is the most romantic restaurant in las vegas ?	what are the most romantic restaurants in las vegas ?		0	0
am 51 and would like tio become pregnant with my boyfriend . why is it can not until have seen clinic you have said ? am 51 and pssed menopause . request	am 51 and would like tio become pregnant with my boyfriend . why is it can not until have seen clinic you have said ? am 51 and pssed menopause .		0	0
how can i learn english in short time ?	how can you learn english fast and easy ?		0	0
how will scraping of 500 and 1000 rupees notes help in curbing corruption and black money ?	with latest announcement of making rs 500 and rs 1000 notes invalid in india , is this step a checkmate to people who have black money ?		0	0
how can i get rid of from rats and cockroaches ?	how can i get rid of field rats ?		0	0
why do even highly educated people believe in god even though there is no strong evidence of his/her existence ?	why do educated people believe in god ?	why why some	2.438373545820434e-09	0.07339449541284403
what is the best way to prepare for the theoretical part of the ca final exam ?	what is the best way to prepare for ca final isca ?		0	0
what are your all time favorite tv series characters ? why ?	what 's your favorite tv character ?		0	0
what are the funniest memes made in 2016 ?	what are the funniest memes of 2016 ?	why	2.883623964058067e-14	0.0
what music do you like best ?	what type of music do you like ?	are are some of ?	6.703200457507537e-09	0.12375554096016411
how do i find my social security number online for free ?	how can i get a copy of my social security number online ?		0	0
why did n't the united states take all mexico when it had the opportunity ?	why did n't the us take more of mexico ?	like	3.9025606592368385e-15	0.0
what strategies are used in high frequency trading ?	what are the most commonly used high frequency trading strategies ?		0	0
what do peoples of other countries think about india and indians ?	what do foreigners think about indian culture ?		0	0
which is your favourite hollywood movie and why ?	which is your most favourite hollywood movie ?		0	0
how long does it take to get marijuana out of your system ?	how long does it take weed to get out of your system ?		0	0
what is the best way to loose weight quickly ?	what is the easiest way to lose weight faster ?		0	0
how long should a question on quora be ?	how long can a question on quora be ?		0	0
could the great lakes ever empty during a serious drought ?	could a serious drought cause the great lakes to dry up ?	why so frequently are had	6.734907319789274e-17	0.039263803680981604
what are ways i can increase my height ( i 'm a ftm asian ) ?	how do i increase height at age of 16 ?		0	0
is there life after death ?	is there life after life ?		0	0
which is the best bicycle for bangalore under 15k ?	which is the best cycle in bangalore for 15k ?		0	0
who are your favourite film directors ?	who is your favourite movie director ?		0	0
how is discontinuing 500 and 1000 rupee note going to put a hold on black money in india ?	would demonetization of 500 and 1000 rupee notes actually help in curbing black money in india ?		0	0
should i drop one year after bca for mba preparations ?	should i drop one year after my bba for cat preparation ?		0	0
how can i learn how to act ?	how do i learn acting ?		0	0
what 's your favorite music album of all time ?	what is your all-time favorite music album ?		0	0
why does wikipedia ask for donations rather than having ads ?	why does n't wikipedia run optional ads ?	why ?	1.5744053386817157e-09	0.0794044665012407
what games can make you smarter ?	what game should i play and can games make me potentially smarter ?		0	0
how can a shy person become confident ?	how do i become less shy and more socially confident ?	i ?	1.5744053386817157e-09	0.037122969837587005
what is one of the best comic book reader for an android ?	what is the best comic book reader for android ?		0	0
what are the positive and negative effects of red bull ?	what positive and/or adverse effects does red bull have ?		0	0
is niit delhi good for a digital marketing course ?	which is best digital marketing course ?		0	0
how can you overcome your fear of flying your first time ?	how do you overcome a fear of flying ?		0	0
how do i commit suicide and make it seem like an accident ?	i just want to die . how can i make it look like an accident ?		0	0
who is your role model , and why ?	who is your role model , why ?		0	0
how can i develop an app ?	how do you develop an app ?		0	0
should people over 90 not be allowed to vote ?	should people over 96 not be allowed to vote ?		0	0
i want to write a book - where should i start ?	i love to read books , but i also want to write . how should i start ?		0	0
is dark matter a sea of massive dark photons that ripple when galaxy clusters collide and wave in a double slit experiment ?	does superfluid dm ripple when galaxy clusters collide and wave in a double slit experiment even though physics is too screwed up to figure it out ?		0	0
what is my old gmail account ?	how can you find all of your gmail accounts ?		0	0
from where can i learn programming ?	how do you learn to program ?		0	0
is there a white american cultural identity ?	what are some examples of distinctly white american culture ?		0	0
what is the easiest way of committing suicide ?	what is the cheapest , easiest , least painful way to commit suicide ?		0	0
what are the best 10 bicycles in india under the range of rs . 10,000 ?	which is the best hybrid bicycle to buy in india around the range of 10000 ?		0	0
how did english become the official language of so many countries ?	why are there so many countries that have english as an official language ? what countries are they ?	why ?	2.1307259243972528e-10	0.055846422338568937
what does right side chest pain indicate ?	why is the right side of the chest is paining ?		0	0
how can i lose 1kg every day ?	how many calories do i burn to lose 1kg weight per day ?		0	0
what is the difference between sore throat and strep throat ? what causes it suddenly ?	what is the difference between sore throat and strep throat ? what causes strep throat suddenly ?		0	0
how can one overcome the fear of speaking in public ?	how can i overcome the fear of public speaking ?		0	0
how do i see a private instagram account ?	i wan na see someone 's private account on instagram , can i ?		0	0
why does forced migration affect the growth in population ?	how can forced migration affect growth population ?		0	0
which is the best cheap beach resort in goa ?	what are cheap but good hotels to live in goa ?		0	0
which linux distribution should i choose as a desktop os ?	which linux distribution is best for begginers ?	introducing rectangular rectangular rectangular rectangular tensorflow ?	4.229931026759462e-09	0.024316109422492405
how do i get a scholarship to study abroad ?	how do i get scholarship for studying abroad ?		0	0
is modi will do something against reservation ?	will modi remove quota reservation ?		0	0
what were the major effects of the cambodia earthquake , and how do these effects compare to the vailfivia earthquake in 1960 ?	what were the major effects of the cambodia earthquake , and how do these effects compare to the arica earthquake in 1868 ?		0	0
what was the first human ?	who was the first person on earth ?		0	0
how do you know if your girlfriend has an affair ?	how do you know when your spouse is cheating ?	are	3.9025606592368385e-15	0.05555257033504207
how do i crack the ca final exam ?	what is the best way to prepare for the theoretical part of the ca final exam ?		0	0
how can i prepare for civil services ( ias ) ?	what is the best way to prepare for civil service examination ?		0	0
what should india learn from japan ?	what can india learn from japan ?		0	0
why is it important to present yourself and your organization positively to your client ?	why is it important to present yourself and your organisation positively to clients ?		0	0
is it possible to travel time with real life ?	could time travel be possible ?		0	0
will donald trump actually make america great again ?	what ideas does donald trump have with him to make america great again ?		0	0
which is the best seo company in delhi for digital marketing services ?	which is the best seo company in delhi for digital marketing ?		0	0
why c++ is not considered as pure object oriented programming ?	why we say that c++ is not purely object oriented programming language ?		0	0
why indian government abruptly announced the demonetization of 500 and 1000 rupees currency ?	was the decision by the indian government to demonetize 500 and 1000 notes right or is it a big scam ?		0	0
what is the best way to prepare to ielts ?	how should i prepare for the ielts ?		0	0
what is the best book to read to learn java ?	what is the best book for learning java ?		0	0
is there life elsewhere in the universe ?	do you think there 's life anywhere else in the universe ?	are in	1.1132726913181444e-09	0.0761514477382458
why did hegel and sartre commit a logical fallacy when they said that ‘ nothing is something ? ’	why did hegel or sartre commit a reification fallacy when they said that nothing was something ?		0	0
what does it feel like to work for a startup ?	what is it like to work at a startup ?	do	3.9025606592368385e-15	0.0
what the meaning of this all life ?	what is a meaning of life ?	what 's ?	4.8126032843834975e-09	0.08040201005025127
what is the best way to control your anger ?	what is the best treatment for controlling anger ?		0	0
what are some of the best part time jobs to do from home ?	is there any part time work that can be done from home ?		0	0
can i earn money using quora ?	can i earn some money using quora ?		0	0
android phone is best up to range of 15000 ?	what are the best smartphones under 15000 ?	why	2.883623964058067e-14	0.0
what the meaning of this all life ?	what do you think is the ultimate meaning of life ?	are ?	1.1132726913181444e-09	0.0783794942760419
how can you earn online ?	how to earn online ?		0	0
what are some skills every man should have ?	what are some life skills which every modern man should possess ?	what	3.35462627399321e-07	0.0273972602739726
did they really land on the moon or was it filmed in a studio ?	did man really land on the moon ?	why `` true	7.710814191093513e-17	0.0
are iq tests bogus ?	is iq test a scam ?		0	0
what do i gift my boyfriend for his birthday ?	what should i gift my boyfriend on his birthday ?		0	0
why is java so successful and popular as a programming language ?	how has java become the most popular programming language ?	why	1.2340980390156643e-07	0.05755395683453238
is it safe to give a dog benadryl to help it sleep ?	is it safe to give dogs benadryl ? how does the dosage work ?		0	0
how do i improve my english speaking ?	how can i improve my english speaking . ?		0	0
how will the gst affect the common man in india ?	how gst is important to common man or taxpayer in india ?		0	0
why do people love arvind kejriwal ?	do people still love arvind kejriwal ?		0	0
which programming language is the best nowadays ?	what is the most valuable programming language for the future to learn ?	what are some the ?	6.721542363805207e-09	0.07652420918519616
why is the indian government introduced 2000 note instead of 1000 note ?	why did the indian government introduce the new 2000 rupee ( inr ) note ?		0	0
what is the weirdest thing you have seen your child do ?	what was the weirdest thing you ’ ve seen your child do ?	what are some	6.427482883353635e-10	0.04123766866379788
what is the big o notation and how do i calculate it ?	how do i understand big o notation ?		0	0
how can you make your own anime show ? what are some tips in how to start one ?	how can you make your own anime show ? what are some tips on how to start one ?		0	0
how do purified and distilled water differ ?	what is the difference between distilled water and purified water ?		0	0
do jains belong to general category or other category ?	do jains belong to the obc category ?		0	0
what are the security features of a new rs . 500 and rs . 2000 notes ?	what are some new security features introduced in the new ₹2000 and ₹500 bills issued by rbi ?		0	0
what are some of the best ways to break out my comfort zone ?	what are some of the straight to the point example of getting out of the comfort zone ?		0	0
how much should i tip in regular u.s. restaurants ?	how much should i tip waiters in the u.s. ?		0	0
what can i do for 2 days in munnar , kerala ?	what is the best way to spend two days in munnar , kerala ?		0	0
what are hacking tools ?	what are some popular hacking tools and softwares ?		0	0
who is the most versatile but underrated actress in bollywood ?	who is the most underrated bollywood actors ?		0	0
how can i cut the fat from my face or get rid of chubby face ?	how do i get rid of excess fat from my face ?		0	0
what is it like to fly in a hot air balloon ?	what is it like to ride in a hot air balloon ?		0	0
what is the average salary of a charted accountant ?	what is the monthly salary of a chartered accountant ?		0	0
does first time sex pains a lot for a girl ?	how do i make sex first time less painful ?	why is	1.2951112443799125e-17	0.050813488505512414
how do i learn the most i can in a boring class ?	how can you really pay attention in a super boring math class ?		0	0
with donald trump as president , what changes will the united states domestic and foreign policy see .	what are the most likely policy changes if donald trump becomes president of usa ?		0	0
are human beings meant to be monogamous ?	are humans meant to be monogamous ?		0	0
what questions are not currently on quora ?	what are the questions that are not still questioned in quora ?		0	0
what are the differences between a police cruiser and a normal crown vic ?	what are the differences between stock crown victoria and the police interceptor edition ?		0	0
where can i learn japanese in guwahati ?	where can i learn japanese in guwahati , assam ?		0	0
should people who do n't understand or care about foreign policy be allowed to vote ?	do you think uneducated people should be allowed to vote ?		0	0
could donald trump be president ?	what are the chances of donald trump winning the 2016 election ?	why donald 's ?	7.830277142529362e-09	0.13852813852813853
why are dogs obsessed with food ?	why are dogs so obsessed with food ?	why some	1.8354763662658024e-09	0.0898876404494382
what is the funniest thing you have ever heard ?	what is the funniest thing you have ever heard/seen ?	are	3.9025606592368385e-15	0.0
why do i want to sleep immediately after an orgasm ?	why do people sleep after orgasm ?		0	0
what do you see , hear , and feel when under the effects of dmt ?	what does it feel like to be high on dmt ? what are the consequences ?		0	0
what 's your new year resolution for 2017 ?	what are the resolutions you are going to take for the upcoming new year 2017 ?		0	0
what are the reasons why cats bite and knead blankets ?	why do cats knead blankets and other fabrics ?		0	0
what is the best way to do sex ?	how can i have sex ?		0	0
how long would it take to learn the italian language ?	how long should i take to learn the italian language from a to z ?		0	0
will you marry a girl who is not virgin ?	will you marry a girl if she says she is n't a virgin ?		0	0
scientology : how do i become a scientologist ?	what is scientology , how do i become a scientologist ?	how	3.35462627399321e-07	0.07228915662650602
how long does it take to become a full stack web developer ?	for someone who just know how to use computer to browse web page , how long can he/she becomes a full stack web developer ?		0	0
how can the ban of 500 and 1000 rupee notes increase the indian economy ?	how will the ban on rs . 1000 and rs . 500 notes impact indian economy ?		0	0
why cnn is so anti-trump ?	why does it seem like cnn is always slamming trump ?	why set	3.026188926929806e-09	0.08791208791208792
have you ever met a celebrity who was nicer than you expected ?	who 's the nicest celebrity you 've ever met ?	?	1.2340980390156643e-07	0.02122015915119364
why ca n't india ban the import of chinese products in india ?	why does n't india ban the import of chinese goods as answer to its stance on nsg ?		0	0
how can i know if a girl has a day of her periods ?	how do i know if my girl is on her menstrual period ?		0	0
what is your favorite place to travel to ?	where is your favorite place you 've traveled ?	what	3.35462627399321e-07	0.0273972602739726
how do i know if i am making the right choice ?	how can i know if i made the right decision ?		0	0
is there any relationship between earth 's natural magnetism and earth 's gravity ?	is there a direct relationship with gravity and earth 's magnetic field ?	what are	2.8897837936852207e-18	0.02361596051687912
how can we earn some money in online ?	how can we earn money through online ?		0	0
which one is your favorite movie ?	which is your favorite movie ?	and	2.1307259238645787e-13	0.0
how many questions have been asked on quora till this date ? how does quora company manages them ? which databases they use ?	how many questions have been asked on quora until today ?		0	0
is backward time travel possible ?	is time travel possible then after how long time ?	assuming are some	1.5018615284240306e-16	0.0
how can i put itunes music on my computer ?	how can i move my music from itunes to my computer ?		0	0
could we survive if we jumped inside a free-falling lift just before hitting the ground ?	what happens to us if we are inside a free falling lift and jump just before it hits the ground ?		0	0
what are some tips when making your own drone ?	what are the things that i should learn to make my own drone ?	what	1.2340980390156643e-07	0.023323615160349857
whatsdogg is at 100 % of its capacity . what does this mean ? what am i supposed to do now	whatsdog is 100 % capacity . what can i do ?		0	0
at my late sixties , is it too late to learn to play the piano ?	is it too late to learn piano at the age of 30 ?		0	0
can trump change congress ?	can donald trump change congress ?		0	0
how do i apply for fresh passport residing away from permanent address in india ?	can a student apply for a new passport studying away from home with present and permanent address as same ?		0	0
when will we achieve immortality ?	will we ever achieve immortality ?	why	2.1307259238645787e-13	0.0
how cold can the gobi desert get , and how do its average temperatures compare to the ones in the registan desert ?	how cold can the gobi desert get , and how do its average temperatures compare to the ones in the simpson desert ?		0	0
which is the best course for digital marketing ?	where can i find an online course for digital marketing ?	what ?	6.752340199052529e-10	0.027118644067796613
which are the best hotels in goa ?	what are the best hotels to stay in goa ?		0	0
where can i find a commercial office space in noida ?	are you looking for commercial office space in noida ?		0	0
what are the safety precautions on handling shotguns proposed by the nra in illinois ?	what are the safety precautions on handling shotguns proposed by the nra in kentucky ?		0	0
what would have happened had hitler gotten accepted into art school ?	how would history be different if hitler had been accepted to art school ?		0	0
what countries support isis ?	which countries are supporting isis ? why ?	what are some	9.373671243085273e-09	0.040816326530612256
what are hillary clinton 's views on the israel and palestine situation ?	what is hillary clinton 's plan to make peace between israel and palestine ?		0	0
why are there still people who believe the world is flat ?	i know some people that still believe the earth is flat . why ?	why	1.6701700765193322e-08	0.06266318537859007
is a change good or bad for you ?	is change good or bad ? why ?		0	0
how did you prepare for the technical interview for the technical program manager position with google ?	how do i prepare for a phone interview with google for the role of technical program manager ? what questions can i expect ?		0	0
what is the best way to lose weight and not gain it back ?	what are the best way of loose the weight ?		0	0
how should i control outbursts of emotions ?	how do i control my emotion and sadness ?	on our	3.520477361430895e-17	0.0
why do girls wear revealing clothes and then complain when men look at them ?	what is the one logical reason that women wear short clothes even when they can afford full clothes and then complain of men staring at them ?		0	0
does smoking weed cause cancer ?	how can smoking marijuana give you lung cancer ?	smoking	6.737946988978591e-06	0.08540925266903915
what is the difference between chinese and english ?	what is the essential difference between english and chinese ( language ) ?	what are some	1.7471709924551733e-09	0.05770505984162321
how does cotton hill die ?	why did cotton hill die ?		0	0
how was wikipedia created ?	how did wikipedia start their knowledge base ?		0	0
how economy achieve low unemployment , low inflation and economic growth at the same time ?	how can an economy achieve low unemployment , low inflation and economic growth at the same time ?		0	0
what are the funniest incidents that happened to you or that you saw ?	which is the funniest incident happened with you ?		0	0
what is neuro linguistic programming ?	what is neuro linguistic program ?		0	0
what are some of the best online high schools ?	what is the best online high school ?		0	0
how do i earn more money through internet/online ?	how can i earn money easily online ?		0	0
what would happen if you hired two private detectives to spy on each other ?	what would happen if i got two private investigators to follow each other ?		0	0
what is the sahara , and how do the average temperatures there compare to the ones in the karakum desert ?	what is the sahara , and how do the average temperatures there compare to the ones in the colorado plateau ?		0	0
what are some legitimate excuses for getting out of jury duty ?	how do i get rid of jury duty ?		0	0
is there a way on quora to ask why a specific question was marked as needs improvement ?	how can i ask quora a question about something that was marked `` needs improvement ? `` ?		0	0
can i have a list of start ups or mid size companies in identity and access management domain ?	which are the best startup companies in identity and access management ?		0	0
what are the best companies to work for as a software engineer ?	what is the best company to work as software engineer ?		0	0
where can i find the best quality cupcakes in gold coast ?	where can i get wonderful flavors on cupcakes in gold coast ?		0	0
how does the stock market work generally ?	how does stock market works ?		0	0
what are the best option after completing my b.tech in mechanical engineering ?	what is best career plan after completing graduation in b.tech ( mechanical engineering ) ?		0	0
what is make money online ?	how could i make money online ?	are internet are ?	5.536842066052537e-09	0.08205128205128205
what are the advantages and disadvantages of nuclear power ?	what are the advantages of nuclear energy ? what are the disadvantages ?		0	0
