original (cond)	sample (pos)	generated (neg)	BLEU	METEOR
how does first time sex feel like ?	what does having sex for the first time feel like ?	is did of down , it	1.3082012060754779e-16	0.03636363636363637
how does exercise affect the immune system ?	how does lack of exercise affect your immune system ?	how is right	2.438373545820434e-09	0.12460947704930231
what is your favorite bob marley song and why ?	which is your favourite bob marley song ?	is india india	2.438373545820434e-09	0.024464831804281342
why do people take things for granted ?	why are there so many things people take for granted ?	why did n't a	3.3582644710475053e-09	0.15217794542304178
how do i become a good digital marketer ?	what should i learn to become a best digital marketer ?	are a a a	2.615418999812674e-09	0.05925925925925926
how do i get rid of distractions ?	how do i get rid of distraction ?	how do i for my ?	0.37001517758895625	0.22347118691102946
what are the different career scopes for a mechanical engineer after completion of b tech ?	how will be my career if i chose mba after b.tech in mechanical engineering ?	which is career available of	1.3533528317909528e-09	0.08700298698150591
why does the greek language sound like spanish ?	why do spanish and greek sound so similar ?	why always were infinite well time for for with	3.726779961645599e-09	0.0588235294117647
why does one vomit ?	why do we vomit ?	why did is some it	7.071067808860277e-09	0.2023224528070576
are people in india really free ?	are the people of india really free ?	how did are india	6.09822597026799e-09	0.12749003984063748
what are the best books for getting rich ?	what is the best book for becoming rich ?	how did you about is of	3.5018063953428727e-09	0.02507836990595612
how can i make money online for job ?	how can i make money online quickly and easily ?	how does my it ?	4.493289639262571e-09	0.08744604954512475
how can the drive from edmonton to auckland be described , and how do these cities ' attractions compare to those in windsor ?	how can the drive from edmonton to auckland be described , and how do these cities ' attractions compare to those in toronto ?	how did is tell a	1.5818524473149016e-10	0.026293742863614255
can pakistan be declared a terrorist nation ? how will it benefit india ?	what would happen to pakistan if it is declared as a terrorist nation ?	why is a	4.666876110373672e-10	0.037825059101654845
how will the ban on existing 500 and 1000 rupee note affect india ? what are the pros and cons ?	why there is a ban of 500 and 1000 notes ?	how did discontinuing 500 , 1000 notes with	0.18368578615520836	0.2028621901677351
did hillary clinton use donald trump as a way to have no relevant political opponent ?	could donald trump be a democratic plant ? is he trying to help hillary clinton ?	why is place	1.6942660933398397e-10	0.021333333333333336
why is n't narendra modi speaking in the parliament on demonetization ?	why is pm modi not speaking in parliament on demonetization move ?	why do n't n't	1.747170992819167e-09	0.12483619847412152
what does accrual and cash method mean in accounting ?	what 's the difference between cash basis and accrual basis ?	is how a quora black citizen is	1.0051922884327337e-16	0.04940850725651207
what are some good things about salman khan the actor ?	what are some good things about salman khan ?	is india there khan	2.615418999812674e-09	0.07667731629392971
what are some subtle ways to tell if a guy is gay ?	how do i find out if a hot guy is gay ?	is there is a	1.747170992819167e-09	0.0859265304152289
what can i do to practice my english ?	how can i understand english ?	how do you okay my english ?	0.4879500363987507	0.31103134274628086
what is one thing you love about your spouse ?	what do you love most about your spouse ?	how do you a	0.116965093464513	0.11012557049506064
how can i be an extrovert ?	how can i be more extrovert ?	how do n't my	4.31209693678441e-09	0.10764386749798885
has anyone seen a genuine ufo ? what was it like ?	have you seen a ufo ?	why did did n't did	1.8307376183738994e-16	0.0
what do you consider to be the most important thing you learned in high school ?	what was the most important thing you learned in high school ?	why did n't	2.0325485533143833e-17	0.03344947735191638
why do some people bully others ? why some of them have pleasure on bullying others ?	why do people bully others ?	why does people bully	0.30326532969204834	0.3092661364444994
how much sleep is too little , too much , and just the right amount ?	how much sleep does one require ?	how is	2.5957555705883836e-09	0.12590163934426232
why is manaphy always panicking in pokemon ranger and the temple of the sea ?	why did manaphy had a panic attack in pokémon ranger and the temple of the sea ?	why is	0.0015034391910982786	0.07505120712625736
in the past 200 years history , which countries have the track record of having invaded philippines and committed atrocities to philippines people ?	who are the countries that invaded & occupied philippines , and committed atrocities to philippines people previously in philippines hisotry ?	did is my billion n't it	1.498660178778466e-17	0.013672119127651535
is azusa pacific university an lgbt friendly school ?	should i worry about attending azusa pacific university if i am gay ?	is there a state students be	3.5018063953428727e-09	0.020671834625323
will there be a world war iii soon ?	is world war iii on its way right now ?	is did a old be this	6.0653065950034785e-09	0.08212310105383218
what are tracer rounds ? are they legal for the public to possess in the state of alabama ?	what are tracer rounds ? are they legal for the public to possess in the state of delaware ?		0	0
how can i make money online consistently ?	how can i start to make money online ?	how did my you really way money	5.982025825945981e-09	0.136819149444657
if i have 24 hours to live , what should i do ?	what would one do in the last 24 hours of one 's life ?	if would you how	1.360698137367211e-09	0.05766134769989069
how do i write a formal letter to the principal ?	how do i write a letter to the principal ?	how does on	1.2519027210204138e-09	0.09526929547259677
who will win the election trump or clinton ?	who will win upcoming election of usa ?	what is a that	1.0619764713730698e-16	0.0
what would be the best way to control anger ?	what is the best way to control your anger ?	how do i my or ?	2.964215117762818e-09	0.09013126570101329
will the universe end with the big freeze ?	will the universe end in a big freeze ?	why is india	5.525039797935208e-17	0.0
what are the best action movies ?	what are the most enjoyable action movies ?	what is	1.8354763662658024e-09	0.07575377899913534
did social media instigate egypt 's revolution ? why or why not ?	how did social media impact the egyptian revolution of 2011 ?	is did india the did	3.011942117841947e-09	0.06504065040650407
which are the best movies ever ?	what are some best movies of all time ?	are india is	3.403024417548223e-09	0.10118169534565803
do mermaids and vampires exist ?	do vampires really exist ?	is there n't both	2.248204207539058e-16	0.06357615894039736
what is the scope of biomedical engineering ?	what is the scope for a biomedical engineer ?	how for how is	4.749303160991089e-09	0.07265883220852372
can we control our feelings ?	how should i control outbursts of emotions ?	how is my ?	7.830277142529362e-09	0.09696969696969698
did matter exist before the big bang ?	what existed in the space before big bang ?	how did n't go	3.3582644710475053e-09	0.06332453825857519
why do we laugh when someone else gets hurt ?	why do i laugh when people get hurt ?	why is there a	2.615418999812674e-09	0.15443014902959606
which is the best movie ever in hollywood ( new ) ?	what is your best hollywood movie and why ?	is a best hollywood ( in	0.35018063953428713	0.21688784653986676
where can i buy the dvd of asha jaoar majhe online or in any store in delhi ?	urgent ! where can i rent or buy the dvd of the film 'asha jaoar majhe ' in delhi ? thanks	how my my 2 india website ?	1.0137073546401304e-09	0.011379800853485063
what should the future of education look like ?	what does the future of education look like ?	india system is ?	2.615418999812674e-09	0.06136986301369862
what is good advice for a high school senior ?	what 's the best piece of advice you can give to a high school senior for the next years of life ?	what is	0.018315638865839694	0.05522192624535555
why money is important in our life ?	how important is money in life ?	why is n't	4.8126032843834975e-09	0.09696969696969698
what are the biggest misconceptions about indian chartered accountants ?	what are some misconceptions about chartered accountants in society ?	how did are india with	2.6013004740088944e-09	0.02359882005899705
is mark zuckerberg a visionary ?	is mark zuckerberg really a visionary ?	in is it	4.749303160001652e-09	0.03755868544600939
what do americans think of british accents ?	what do americans think of the british accent ?	what is way of	4.749303160991089e-09	0.09100162563371476
how can i get a complete list of all old gmail accounts in my name ?	how do i find my own gmail accounts list ?	how is my	1.77045780683885e-09	0.16613800411606489
is world war 3 coming ?	how soon is world war iii ?	did did the	1.5018615284240306e-16	0.0
how is time travel possible ?	time travel is it possible ?	how last it is	9.590091771887623e-09	0.14414414414414412
how much is known about the release date of the new apple macbook pro ?	when is the new apple macbook pro coming ? in 2016 ?	why you usa new releasing the	3.00372305804955e-09	0.039024390243902446
who is going to be a better president - hillary clinton or donald trump ?	who is better among hillary clinton and donald trump ?	who is a different thrones ?	0.18747342493669486	0.06634681976895496
which are the best areas to live in mumbai ?	what is the best area to live in mumbai ?	how are	4.0955013555354697e-10	0.0367438201555635
what is the ideal way of loosing weight ?	what is the most successful way of loosing weight , lasting forever ?	how did some weight ? how should weight ?	0.16666666662847238	0.15741386589372094
what is the salary of an iit faculty ?	what is the salary of an iit professor ?	how do is	1.7471709924551733e-09	0.04375599957456417
what is a software requirement specification ?	what is software requirement specification ( srs ) ?	is does best is the ? or ? line	5.270462765739487e-09	0.060150375939849635
why do people ask questions on quora instead of googling it ?	why do n't people simply 'google ' instead of asking questions on quora ?	why is a for	1.235436456914866e-09	0.076079930601001
how is black money generated ?	how does black money generated ?	how does my make for my	0.2581988896567917	0.17912612325837207
where can adderalls be found in india , without prescription and without adhd ?	can you get adderall without a prescription in india ?	which is gay for	6.441212897812026e-17	0.041992937320644005
how can i improve my english in all aspects ?	how can i improve my spoken english ability ?	how can i english to for	0.31321108576120654	0.20655985384749212
where can i get amazing collection of floor tiles in sydney ?	where can i found wide variety of ceramic tiles in sydney ?	where do there i for a sydney	4.137382163182817e-09	0.11642411642411643
how do trading in stock markets work ?	how trading works in stock market ?	how did did pepto-bismol how cost stock for	5.976143045124577e-09	0.1808470422232334
how can i reset my iphone when i do n't know the screen lock and icloud password ?	how can i reset my iphone 5 when i do n't remember my passcode and do n't remember icloud password as well ?	how my i how	4.774625547010587e-10	0.07702888583218709
is political correctness valued more than factual correctness in quora ?	is political correctness more important to quora than telling the truth and finding solutions ?	how did n't on	5.0164216487456386e-17	0.011940298507462687
how likely is it that apple is working on its own search engine to compete with google as this article suggests ?	will apple create its own search engine in the future ?	how is new you as master for	4.772739233951095e-09	0.051216389244558264
who would win in a fight between goku and superman ?	who is stronger , goku or superman ?	how is be a	4.749303160991089e-09	0.03125
is there a good way to learn telekinesis ?	what is the basic to learn telekinesis ?	is there some of than	0.17354947757230146	0.06285127131872704
what is the difference between backend and frontend development ?	what is the difference between front end and back end development ?	how and do n't and	2.6013004740088944e-09	0.06653503769737751
how will a trump presidency affect the rest of the world ?	how will trump 's presidency affect the world ?	how next new usa that with	3.5018063953428727e-09	0.06382978723404255
what is the procedure to get a us visa ?	what is the procedure of getting a us visa ?	how do republicans ?	2.036890365113941e-09	0.06135940230025719
what is the best book to learn computer science ?	what is best book to learn computer science from basics ?	how did learn n't	2.036890365113941e-09	0.11315721450831792
what are the methods to get high yield from organic farming ?	what should be done to yield high productivity in organic farming as that of inorganic farming ?	how do ? how can ?	2.1239529431532313e-09	0.045373680621777115
how do i use derma care complex ?	how do i use derma care complex for my skin ?	how can the for	4.749303160991089e-09	0.09371175930683225
what is greatness of telugu language ?	what is the significance of the telugu language ?	why mainstream did you india	1.4988811889794536e-16	0.023232169175868084
what should a high schooler do to become a cyber security specialist ?	how do i become a it security specialist ?	how do it i a highway reality	0.25928429921237	0.20846176636596742
how do i move on after a very bad breakup ?	how do you move on after a break up ?	what is	1.2951112443799125e-17	0.106148813782739
what is the best job for a 12 year old ?	what are some good paying jobs for a 12 year old ?	how do n't in	5.0164216487456386e-17	0.034323568528550334
how do you drive from edmonton to auckland , and how do notable features of the route compare with those of other canadian cities ?	how can the drive from edmonton to auckland be described , and how do these cities ' attractions compare to those in oshawa ?	how does does my edmonton and during	7.451107200072902e-10	0.08731408486482266
how do someone can sell employee stock options ?	can you buy someone 's employee stock options ?	how usa inr art	2.615418999812674e-09	0.05620608899297424
what are the seven colours of the rainbow ?	what are the colors in the rainbow ?	how is	3.520477361430895e-17	0.0
how can i meet my spouse ?	what are the best ways to meet a spouse ?	how did is	3.403024417548223e-09	0.11302606087288826
what are some ways south korea can develop its economy ?	how did south korea become a developed nation ?	by india there is	8.27068107508754e-17	0.032359550561797755
what is the relation between malcolm x and marcus garvey ?	how are malcolm x and marcus garvey related ?	how	3.35462627399321e-07	0.06557377049180328
why is it important to ask questions ?	why is it important to ask question ?	why is the	0.10904738005983379	0.1331483378459444
is there infinite energy in zero point energy and infinite virtual particles in vacuum energy ? is this a real or just a mathematical thing ?	saying there is infinite energy in zero point energy and infinite virtual particles in vacuum energy , is this a real or just a mathematical thing ?	is there particles zero energy	0.007497788407052309	0.09859250265795491
what are the disadvantages of the internet ?	what are the demerits and advantages of using the internet ?	how does n't	7.710814191093513e-17	0.0
how can i keep the peace of mind ?	what gives you peace of mind ?	how do a peace time	6.703200457507537e-09	0.15268166878475964
what is social trade ?	what is social trading ?	what are	4.9893420529863676e-09	0.10815162158996049
how practical is elon musk 's idea of colonizing mars ?	how realistic is elon musk 's plan for spacex to colonise mars ?	elon jio elon musk jio elon musk is elon musk	0.23362801669054925	0.13796522587859433
what do you think about the idea of narendra modi about 500 & 1000 notes ?	what do you think about banning ₹500 and ₹1000 notes ?	how did the new 1000 notes and tell ? how is	0.2132007163158777	0.16053839054312513
how do i start preparing for ias prelims ?	if i start preparing for ias exam 2016 now , how can i achieve it ?	how do a ?	0.14325239835250014	0.16415468618250623
what does ymca stands for ?	what does ymca stand for ?	how did is a of usa	1.8257418577115442e-16	0.08509242916399302
how does a long distance relationship work ?	how can i have a successful long distance relationship ?	how are long ?	5.816684689107698e-09	0.18554757604331834
how do lose weight with healthy way ?	how do i lose my weight from 58 to 50 kgs ?	how did way weight lose weight ? ?	0.29880715225622895	0.3439861448954418
if universe is expanding without a limit and dark and vacuum energy are created as it expands ?	if vacuum gravitational and dark energy is created without limit as universe expands ?	is dark is , infinite ?	2.635971380234679e-09	0.09401987638099184
light is made of what ?	what is light made out of ?	is did is	4.749303160001652e-09	0.17557587577036832
why are people so obsessed with social media ?	why are people so obsessive over social media ?	why is so obsessed	0.14325239835250014	0.23807178043285232
how much time on average do you spend on answering questions on quora ?	in how much time quora answers any question ?	does is it minutes on	3.1772355737578207e-09	0.05339274274508895
if universe is expanding without a limit and dark and vacuum energy are created as it expands ?	if dark energy is created with expansion can infinite of it be created ?	is it infinite potential energy , how ( energy infinite with energy with it ,	4.879500364405748e-09	0.13610586011342155
is reservation necessary in india ?	is there any need for reservation in india ?	why is a that	5.536842066052537e-09	0.03603603603603603
atheists : if you were religious , which religion would you follow ?	atheists : if you were forced to pick a religion , what would it be ?	would religion the us us would religion with both it that it	4.386139648219463e-09	0.13469661238549424
what can i do to improve my question on quora ?	what are the 3 best things you would recommend to improve your questions on quora ?	how did the how public	2.1297646960674127e-09	0.07859458619227694
can i record a whatsapp call ?	how do i record whatsapp call ?	why is is	1.0761308092620251e-16	0.061442097849072334
what is that one thing you want to change in your life ?	what is the one thing in your past that you will change given a chance ?	how do i the	9.621588800802596e-10	0.04032251838639806
after demonetization , what will be the next move ?	what will be the next step after demonetization to control black economy ?	why is a	3.95886400738686e-17	0.03550213932007656
what are npv and payback ?	what is npv analysis ?	how is a	6.628186500598934e-09	0.07142723918090849
what are the best home decor stores in new york city ?	what are good home decor stores in new york ?	how the current after completing indian india	3.1786971178843654e-09	0.017429193899782133
what should i do to get cellular companies to install a mobile tower on my plot of land in india ?	what is the procedure to get a mobile signal tower constructed on my barren land in india ?	how are it for india in	1.1050079600290445e-09	0.06725927920223476
how can i control my mind from thinking too much ?	how do i keep my mind from thinking too much over a thing ?	do okay my becoming of with	3.548479511991478e-09	0.08191126279863482
what are five facts about earth 's lithosphere ?	what are five facts about the lithosphere ?	what interestingness interestingness are is it	5.85045365006396e-09	0.05970149253731343
can we time travel ?	how close are we to time travel ?	is is two	2.0960166098273626e-16	0.07826019032600819
how do i stop my addiction to porn and masturbation ?	how do i prevent addiction of masturbation ?	how you	1.1132726913181444e-09	0.07547169811320754
is the scope of chemical engineering limited ?	is there scope for chemical engineering ?	is there a a students for a ?	0.26726124184322303	0.1381824679595407
why is rbi not issuing new 1000 rupees notes ?	why did rbi issue new 2000 rupees note ?	why did n't my notes ?	0.31321108576120654	0.19020330433468163
which is the best graphic card for a pc under rs . 10,000 ?	which is the best graphic card available under ₹10,000 ?	how indian a cost on	2.6013004740088944e-09	0.02918107044939803
which are the top incest movies ever ?	what are movies with incest scenes ?	what is	1.8354763662658024e-09	0.07575377899913534
how could i gain weight in a healthy way ?	how to gain weight ?	how is there body ?	9.999999995750004e-09	0.14953271028037385
whom should one follow on quora ? why ?	whom should i follow on quora ? why ?	how did the move on my decision	3.666833724565372e-09	0.0213903743315508
if you could be invisible at will , what would you do ?	what would you do if you were invisible for a day ?	is you were to my ? us it is it that with	0.15075567226318493	0.10874244420070428
why ca n't you delete your own questions on quora ?	how can i delete my own question from quora ?	why is n't n't	2.88059797941122e-09	0.12215417077252906
if hillary clinton is elected will she fix the wage gap ?	if hillary clinton is elected will she fix the the wage gap ?	would trump impact is for	1.7437038534901727e-09	0.018390804597701146
how was your 2016 ?	how 's your 2016 ?	why is over	2.0960166098273626e-16	0.0
how do i concentrate better in my studies ?	how do i concentrate in study ?	how is	1.8354763662658024e-09	0.19798737055076424
i masturbate often is that bad for my health ?	is too much masturbation bad for health ?	is there an way for of	5.85045365006396e-09	0.04848484848484849
i am starting a gaming channel on youtube . what is a good name for my channel ?	what is a good name for a youtube gaming channel ?	how did n't buy	5.0164216487456386e-17	0.012972972972972974
how would i make andy warhol 's outfit look modern day ?	how would i give andy warhol 's outfit a modern day look ?	how did n't long for	1.7437038534901727e-09	0.08074766355140188
how one can improve his soft skills ?	how can i improve my soft skill ?	how do i improve my	0.3470989551446028	0.3119482166455745
why was it now the right time for nutanix to ipo ?	why was now the right time for nutanix to ipo ?	why is did ?	2.243411962079365e-09	0.1519811634139372
what is a time capsule ?	what is time capsule ?	how do does you ?	7.071067808860277e-09	0.14583744391880485
how do i unsubscribe from quora for good ?	what does it take to unsubscribe from quora ? i do not want anything from quora any more .	how do n't a	0.116965093464513	0.16101224562550298
which is best smartphone to buy under rs 15000 ?	which is the best android device to buy under ₹15000 ?	india how	1.2951112443799125e-17	0.0
what is that one thing you want to change in your life ?	what is the only one thing that you want change in your life ?	how do the	4.6054927340999793e-10	0.05045448915063845
how do i improve my communication skills in one month ?	what should we do to improve communication skills ?	how do okay my communication for skills ?	0.5003287149469438	0.3191816271909428
why did the chicken really cross the road ?	why did the chicken crossed the road ?	why are	1.1132726913181444e-09	0.106148813782739
what is the difference between virtual reality and mixed reality ?	what is the difference between mixed reality and augmented reality ?		0	0
how do i prepare for fms ?	how should i prepare for fms ?	how is	1.8354763662658024e-09	0.19798737055076424
what was happening in the other parts of the world when mahabharata was happening in india ?	what was happening in other parts of the world when mahabharat was happening in india ?	is did doing the india	1.108031583152426e-09	0.06286836935166994
what will happen if donald trump became the president of america ?	what will really happen if trump becomes president ?	what would is donald trump that affect	0.20084075455651398	0.16838360247827047
where is the safest place in the world ?	what is the safest place in the world ?	what is the with	0.20258948459257886	0.11648428380760933
where can i learn to invest in stocks ?	how can i learn more about stocks ?	is a way ? ? idea for	4.229931026759462e-09	0.047232472324723246
how do i make a million dollars in 24hours ?	can you give me a way to make $ 1 million in a single day ?	how a or can	3.5279976018248658e-09	0.1341498620580485
how do i lose 30 kg in 4 months ?	how do i lose 25kg in 4 months ?	how is okay good in	4.493289639262571e-09	0.14725788996371447
what happened at the first second of the beginning of the universe ? the first moment of big bang ?	what happened on the first second of the big bang ?	did is it ?	1.5863318113813373e-09	0.02346041055718475
is there top upvoted answers list of all times on quora ?	what is the most upvoted answer of all time on quora ?	how you tell on quora quora ?	0.18502935531543815	0.16188300042049186
what are some side dish dishes to serve with swedish meatballs ?	what is a good side dish to eat with swedish meatballs ?	what are main	0.028744577302790165	0.045169707992654885
which is a good laptop in the range of rs . 60000 ?	which is the best gaming laptop under rs 60000 ?	60k india is	1.2519027210204138e-09	0.020253164556962026
how can i make my study more effective ?	how do you study effectively ?	how do test ?	0.30326532969204834	0.23336916207289132
what is one sightseeing place in india that must be visited at least once in a life ?	what are some of the places in india that every indian should visit at least once in their life ?	what is	0.00033546262748318495	0.03271710013851545
grubwithus : who are grubwith.us ' competitors ?	who are grubwithus competitors ?	is it n't	2.0960166098273626e-16	0.03309150023044173
what does it feel like to date a gold digger ?	what is it like to date a gold-digger ?	which is	6.752340199052529e-10	0.05167058349235239
what will be your foreign policy about india ?	what is hillary clinton 's policy regarding india ?		0	0
what is your resolution for 2017 ?	what can be my new year resolution for 2017 ?	it is the new new new year	0.2672612418328825	0.09960196540277266
how do i solve this syllogism question through the venn diagram method ?	how do i solve syllogism questions through venn diagrams ?	how do the cooper science	0.14247909484635526	0.11916914645047624
what are the different types of computer viruses ?	what are the types of computer viruses ?	how are	1.1132726913181444e-09	0.032
counting the dead and the alive , how many people have lived on earth ?	how many people lived on earth ?	is there is n't	1.3636047811673833e-16	0.0
how do i prevent rape in delhi ?	is there any way to prevent rapes in delhi ?	how does become my to	5.488116358607818e-09	0.09968758163944184
what are some mind blowing smartphones gadgets ?	what are some mind blowing phones gadgets ?	how best the	7.710814191093513e-17	0.0
how can i stop my hair fall ?	my hair falling , is there anyway to stop them ?	how transplant masturbation how	3.3582644710475053e-09	0.07017543859649121
how do automatic and manual transmissions differ ?	which one is better , automatic transmission or manual transmission ?	how is is a	4.749303160991089e-09	0.0670391061452514
is perpetual motion possible practically ?	is a perpetual motion machine theoretically possible ?	does is less	4.749303160001652e-09	0.03088803088803089
which is a suitable solar panel installation provider in azusa , california ca ?	which is a suitable solar panel installation provider near azusa , california ca ?	is making the in india example	2.1522616193849544e-09	0.029304029304029307
which books should i read to improve my general knowledge ?	which books should i study to improve my general knowledge for aptitude test ?	what is with	2.8366500155963096e-17	0.0
what is the most damaging natural disaster ?	what is the worst and most damaging natural disaster that can potentially happen to earth in the future ?	how did is with	3.3582644710475053e-09	0.027027027027027025
how can i increase traffic very soon on my blog ?	how do i generate more traffic to my blog ?	how how did can i	0.14247909484635526	0.14049659065897624
can any one suggest the best foods for gaining weight ?	what is the best diet to gain weight ?	is a	6.752340199052529e-10	0.027118644067796613
which was your best moment in life ?	what was your best moment ?	did you most of the	1.8307376183738994e-16	0.09322873440255766
can i see a private instagram ?	can you view someone 's profile on private on instagram ?	how did a quora that	4.7398784991563485e-09	0.031496062992125984
did matter exist before the big bang ?	what are some alternate theories to the singularity existing at t=0 just before the big bang ? what else could have existed just before the big bang ?	is did there change tell ,	4.136895448977816e-09	0.06382978723404255
how did the big bang occur ?	how was big bang created ?	did is there	4.749303160001652e-09	0.07894736842105264
how do i retrieve my gmail password ?	how do i recover my gmail password ?	how my gmail account or can	0.2265870955445612	0.26125203644578304
how can you add an article about yourself on wikipedia ?	how can i publish an article about my life and dreams in wikipedia ?	i do n't tell a on	3.548479511991478e-09	0.020202020202020204
how do i forget someone whom i have loved with all my heart ?	how do i forget a loved one ?	if i do	3.44838093863103e-09	0.11149825783972125
what are covalent bonds ?	what is a covalent bond ?	how are	4.9893420529863676e-09	0.0651367720939535
what are the safety precautions on handling shotguns proposed by the nra in washington ?	what are the safety precautions on handling shotguns proposed by the nra in arizona ?	why is	1.0630920471272097e-18	0.0
what should i do to earn some more money ?	what is the best way to make money make more money ?	how a way in please	2.6013004740088944e-09	0.09724849047313489
what is going to happen in venezuela ?	what is going to happen to venezuela ?	why is the	2.438373545820434e-09	0.0316205533596838
if you could have dinner with anyone from history , who would it be ?	if you had the opportunity to have dinner with anyone who would it be and why ?	if you website is	0.026098440036512863	0.07824280990860943
how did avogadro arrive at avogadro number ?	how did avogadro find the number ?	how did 's right a a	0.2185606414815224	0.17475719342280202
what things do chinese find strange about the west ?	what things do chinese people find strange about the west ?	how tell how n't ?	2.6013004740088944e-09	0.019230769230769232
how can you determine the equations for final velocity ?	how can you determine final velocity ?	how is	1.8354763662658024e-09	0.1562799938548164
what strategy should i use to crack ibps po examination in just 3 months ?	what should be my strategy to crack the ibps po exam in 3 months ?	how is it a for	3.026188929426408e-17	0.0
what were the major effects of the cambodia earthquake , and how do these effects compare to the lima-callao earthquake in 1746 ?	what were the major effects of the cambodia earthquake , and how do these effects compare to the chile earthquake in 2010 ?	how did did your ?	2.732372243568002e-10	0.06823641097637627
how can i get better grades in school ?	what are some tips to get better grades in school ?	is how	6.752340199052529e-10	0.08597014925373135
how can i slowly lose weight ?	how do i lose 20-30 kg ?	how do i	0.26359713791802913	0.2010241241333535
does coffee or caffeine stunt your growth ? if not , why do so many people believe that it does ?	exactly how much coffee will stunt your growth ?	are it out indian ?	4.493289639262571e-09	0.03991112906483539
is spotify available in india ?	daniel ek : when will you launch spotify in india ?	why is india	6.7165289406957304e-09	0.14222222222222222
why does 500 and 1000 rs notes banned by goi and new notes of 500 and 2000 are issued ?	is modi 's decision on demonetization of 500 and 1000 notes welcomed by public ?	why is why	3.343962855651556e-10	0.059093154064617584
i want to die . what can i do ?	i want to die , what should i do ?	how did is	3.95886400738686e-17	0.10598002709716428
how do i prepare for tcs drive ?	how do i prepare for tcs ?	how do a for tcs for	0.4371212829630446	0.32829530035898663
how do i prepare comprehensively for the ugc net english literature ?	how i start prepare for ugc net english literature latest syllabus ?	how did a good ugc	2.4659696383680297e-09	0.1457311116944502
what do chloroplasts do ?	what purpose do chloroplasts have ?	how is	1.577768491309742e-16	0.10563198103116375
what do you understand by nested loop ?	how do nested loops work ?	what is it mathematical mathematical	5.78930067221365e-09	0.10332244140570347
which is world 's best romantic movie ?	what is the most romantic movie ?	is the a current	0.19284283752437115	0.07994471330917582
what are some of the best things about living in los angeles ?	what are some of the best things about living in los angeles , california ?	how i the removal for of for	2.9284508503461495e-09	0.03773584905660378
how do i deal with emotionally abusive and narrow minded parents ?	psychology of everyday life : how do i deal with emotionally abusive parents ?	how does a one allowed ?	3.00372305804955e-09	0.09145142435173897
where can i get carefully designed promotional lanyards in melbourne ?	where can i get very reasonable for any promotional lanyards in melbourne ?	where can is a way for ?	0.1742757959683295	0.09890817335887274
what is the most romantic restaurant in las vegas ?	what are the most romantic restaurants in las vegas ?	which is	4.0955013555354697e-10	0.048033820762021555
am 51 and would like tio become pregnant with my boyfriend . why is it can not until have seen clinic you have said ? am 51 and pssed menopause . request	am 51 and would like tio become pregnant with my boyfriend . why is it can not until have seen clinic you have said ? am 51 and pssed menopause .	how did it is there of this of	3.37150919728277e-10	0.014453477868112014
how can i learn english in short time ?	how can you learn english fast and easy ?	how my ( english ?	5.503133441363796e-09	0.17391304347826086
how will scraping of 500 and 1000 rupees notes help in curbing corruption and black money ?	with latest announcement of making rs 500 and rs 1000 notes invalid in india , is this step a checkmate to people who have black money ?	will the is the	5.005728703776721e-10	0.011851851851851853
how can i get rid of from rats and cockroaches ?	how can i get rid of field rats ?	how do okay my ?	4.493289639262571e-09	0.0863437884164047
why do even highly educated people believe in god even though there is no strong evidence of his/her existence ?	why do educated people believe in god ?	is allowed n't	2.438373545820434e-09	0.009523809523809523
what is the best way to prepare for the theoretical part of the ca final exam ?	what is the best way to prepare for ca final isca ?	how do some where	3.906793108259453e-17	0.027426009302717252
what are your all time favorite tv series characters ? why ?	what 's your favorite tv character ?	is of you of your ?	6.911494339490884e-09	0.1081081081081081
what are the funniest memes made in 2016 ?	what are the funniest memes of 2016 ?	how are	1.1132726913181444e-09	0.032
what music do you like best ?	what type of music do you like ?	how do you which ( for of it ?	0.23570226036769004	0.1672852063883185
how do i find my social security number online for free ?	how can i get a copy of my social security number online ?	how there , of india a india india	4.439349861793635e-09	0.07393715341959335
why did n't the united states take all mexico when it had the opportunity ?	why did n't the us take more of mexico ?	why did is okay	0.09109250638218279	0.13615287278546095
what strategies are used in high frequency trading ?	what are the most commonly used high frequency trading strategies ?	is there a a ? ,	3.5018063953428727e-09	0.04057840195951967
what do peoples of other countries think about india and indians ?	what do foreigners think about indian culture ?	is are indian	2.438373545820434e-09	0.11779141104294477
which is your favourite hollywood movie and why ?	which is your most favourite hollywood movie ?	which is the	0.10904738005983379	0.060656465018708
how long does it take to get marijuana out of your system ?	how long does it take weed to get out of your system ?	is there a a with	4.514543384646911e-17	0.03877629683422467
what is the best way to loose weight quickly ?	what is the easiest way to lose weight faster ?	how is the for	0.09109250638218279	0.06485941570458491
how long should a question on quora be ?	how long can a question on quora be ?	is there a quora on on	6.0653065950034785e-09	0.12779552715654952
could the great lakes ever empty during a serious drought ?	could a serious drought cause the great lakes to dry up ?	is for ice ice corrupt	6.734907319789274e-17	0.021836346384242613
what are ways i can increase my height ( i 'm a ftm asian ) ?	how do i increase height at age of 16 ?	i am is	1.2519027210204138e-09	0.020565552699228794
is there life after death ?	is there life after life ?	is you is a	5.536842066052537e-09	0.04395604395604396
which is the best bicycle for bangalore under 15k ?	which is the best cycle in bangalore for 15k ?	( how	1.2951112443799125e-17	0.0
who are your favourite film directors ?	who is your favourite movie director ?	why are	1.8354763662658024e-09	0.029962546816479405
